title,RAM,storage,color,model_no,deal_price,org_price,discount,rating,no_of_ratings,battery,processor_brand,os,processor_core,camera,warranty
"POCO F6 5G (Titanium, 512 GB)  (12 GB RAM)",12 GB,512 GB,Titanium,MZB0H53IN,26999,37999,28% off,4.3,"6,394 Ratings & 636 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"Apple iPhone 16 Pro Max (White Titanium, 512 GB)",N/A,512 GB,White Titanium,MYX13HN/A,155900,164900,5% off,4.6,326 Ratings & 17 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 48MP + 12MP,1 Year
"realme GT 6 (Fluid Silver, 256 GB)  (8 GB RAM)",8 GB,256 GB,Fluid Silver,RMX3851,33999,43999,22% off,4.5,"2,588 Ratings & 294 Reviews",5500 mAh,Snapdragon,Android 15,Octa Core,50MP + 8MP + 50MP,1 Year
"Apple iPhone 16 Pro (White Titanium, 128 GB)",N/A,128 GB,White Titanium,MYNE3HN/A,112900,119900,5% off,4.7,"1,272 Ratings & 75 Reviews",N/A,Apple,iOS 18,Hexa Core,48MP + 48MP + 12MP,1 Year
"vivo T3x 5G (Crimson Blss, 128 GB)  (4 GB RAM)",4 GB,128 GB,Crimson Blss,V2338,12499,17499,28% off,4.4,"54,263 Ratings & 2,174 Reviews",6000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"realme Narzo N65 5G (Ambr Gold, 128 GB)  (6 GB RAM)",6 GB,128 GB,Ambr Gold,RMX3997,11383,14999,24% off,4.3,"2,482 Ratings & 115 Reviews",5000 mAh,Mediatek,Android,Octa Core,50MP Rear Camera,1 Year
"REDMI A4 (Sparkle Purple, 128 GB)  (4 GB RAM)",4 GB,128 GB,Sparkle Purple,A4 5G,9767,11999,18% off,4.3,"3,800 Ratings & 207 Reviews",5160 mAh,Snapdragon,Android Oxygen 14,Octa Core,50MP Rear Camera,1 Year
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 128 GB)  (8 GB RAM)",8 GB,128 GB,ULTRA ORANGE,CPH2619,16527,20999,21% off,4.4,"14,149 Ratings & 699 Reviews",5500 mAh,Qualcomm,Android Oxygen,Octa Core,50MP Rear Camera,1 Year
"REDMI A4 5G only on Jio SIM (Sparkle Purple, 64 GB)  (4 GB RAM)",4 GB,64 GB,Sparkle Purple,A4 5G,8990,10999,18% off,4.3,"3,800 Ratings & 207 Reviews",5160 mAh,Snapdragon,Android Oxygen 14,Octa Core,50MP Rear Camera,1 Year
"IQOO Z9X (Storm Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Storm Grey,I2219,18000,19999,9% off,4.3,"1,638 Ratings & 57 Reviews",6000 mAh,Snapdragon,Android Q Funtouch OS 14 based on Android 14,Octa Core,50MP Rear Camera,1 Year
"POCO F6 5G (Titanium, 256 GB)  (8 GB RAM)",8 GB,256 GB,Titanium,MZB0H52IN,22999,33999,32% off,4.3,"11,877 Ratings & 1,071 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"realme 14 Pro 5G (Suede Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Suede Grey,RMX5056,24999,27999,10% off,4.4,"4,226 Ratings & 404 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"itel A50 (Cyan Blue, 64 GB)  (4 GB RAM)",4 GB,64 GB,Cyan Blue,A667L / A667LP,6090,7399,17% off,4.2,250 Ratings & 16 Reviews,5000 mAh,Unisoc,Android 14 Go,Octa Core,8MP Rear Camera,1 Year
"Google Pixel 9 (Wintergreen, 256 GB)  (12 GB RAM)",12 GB,256 GB,Wintergreen,GA05844-IN,74999,79999,6% off,4.6,"2,518 Ratings & 261 Reviews",4700 mAh,Google,Android 14,N/A,50MP + 48MP,1 Year
"Apple iPhone 15 (Green, 256 GB)",N/A,256 GB,Green,MTPA3HN/A,74400,79900,6% off,4.6,"1,14,214 Ratings & 3,866 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
"OnePlus Nord 4 5G (Oasis Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Oasis Green,CPH2661,27756,32999,15% off,4.5,"1,455 Ratings & 93 Reviews",5500 mAh,Snapdragon,Android,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)  (6 GB RAM)",6 GB,128 GB,Ash Black,SM-E156BZKGINS,13499,16999,20% off,4.2,"19,433 Ratings & 1,438 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
Kechaoda K9  (Iron Grey),32 MB,64 MB,Iron Grey,K9,1167,1700,31% off,4.1,"3,478 Ratings & 288 Reviews",1700 mAh,NA,N/A,N/A,0.3MP Rear Camera,1 Year
"vivo T4x 5G (Pronto Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Pronto Purple,V2437,14999,19499,23% off,4.5,"15,119 Ratings & 995 Reviews",6500 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)  (4 GB RAM)",4 GB,128 GB,Vibrant Blue,X6720,9499,12999,26% off,4.3,"4,223 Ratings & 336 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,48MP + Depth Sensor,1 Year
Kechaoda K9  (Grey),32 MB,64 MB,Grey,K9,1125,1599,29% off,4.1,"3,478 Ratings & 288 Reviews",1700 mAh,NA,N/A,N/A,0.3MP Rear Camera,1 Year
"vivo T3x 5G (Crimson Bliss, 128 GB)  (8 GB RAM)",8 GB,128 GB,Crimson Bliss,V2338,15499,20499,24% off,4.4,"28,685 Ratings & 1,449 Reviews",6000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
Kechaoda A 27  (Black),32 MB,32 MB,Black,A27,889,2220,59% off,3.9,479 Ratings & 10 Reviews,800 mAh,NA,Symbian,N/A,,1 Year
"SAMSUNG Galaxy F16 5G (Bling Black, 128 GB)  (4 GB RAM)",4 GB,128 GB,Bling Black,SM-E166PZKDINS,11499,15999,28% off,4.2,349 Ratings & 25 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"realme 14 Pro 5G (Jaipur Pink, 128 GB)  (8 GB RAM)",8 GB,128 GB,Jaipur Pink,RMX5056,24999,27999,10% off,4.4,"4,226 Ratings & 404 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"vivo V40e 5G (Mint Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Mint Green,V2403,26999,33999,20% off,4.4,"7,286 Ratings & 521 Reviews",5500 mAh,Mediatek,Android 14,Octa Core,50MP + 8MP,1 Year
"Apple iPhoe 15 (Green, 128 GB)",N/A,128 GB,Green,MTP53HN/A,64400,69900,7% off,4.6,"25,605 Ratings & 1,036 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
"POCO C61 (Ethereal Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Ethereal Blue,MZB0GNXIN,8499,9999,15% off,4.3,"10,205 Ratings & 347 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,8MP Rear Camera,1 Year
Jio Bharat v3  (Blue),36 MB,36 MB,Blue,JBV191M1,849,1999,57% off,3.8,532 Ratings & 37 Reviews,1000 mAh,NA,1,N/A,0.3MP Rear Camera,1 Year
"POCO M7 Pro 5G (Lavender Frost, 256 GB)  (8 GB RAM)",8 GB,256 GB,Lavender Frost,MZB0ICKIN,15499,20999,26% off,4.3,"3,104 Ratings & 415 Reviews",5110 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"Infinix SMART 9 HD (Metallic Black, 64 GB)  (3 GB RAM)",3 GB,64 GB,Metallic Black,X6532C,6699,8999,25% off,4.2,"1,008 Ratings & 74 Reviews",5000 mAh,Mediatek,Android 14 Go,Octa Core,13MP Rear Camera,1 Year
"IQOO Z9S 5G (Onyx Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Onyx Green,I2403,23500,27999,16% off,4.4,"3,706 Ratings & 242 Reviews",5500 mAh,Mediatek,Android 14,Octa Core,50MP + 50MP,1 Year
"SAMSUNG Galaxy F16 5G (Vibing Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Vibing Blue,SM-E166PZBHINS,14499,18999,23% off,4.2,202 Ratings & 23 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"realme NARZO N65 5G (DEEP GREEN, 128 GB)  (6 GB RAM)",6 GB,128 GB,DEEP GREEN,RMX3997,11590,14999,22% off,4.3,"2,482 Ratings & 115 Reviews",5000 mAh,Mediatek,Android ANDROID 14,Octa Core,50MP Rear Camera,1 Year
"realme P3 Ultra 5G (Orion Red, 256 GB)  (8 GB RAM)",8 GB,256 GB,Orion Red,RMX5030,27999,33999,17% off,4.4,"1,043 Ratings & 164 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"realme P3 Ultra 5G (Neptune Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Neptune Blue,RMX5030,27999,33999,17% off,4.4,"1,043 Ratings & 164 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"Infinix SMART 9 HD (Mint Green, 64 GB)  (3 GB RAM)",3 GB,64 GB,Mint Green,X6532C,6699,8999,25% off,4.2,"1,008 Ratings & 74 Reviews",5000 mAh,Mediatek,Android 14 Go,Octa Core,13MP Rear Camera,1 Year
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)  (8 GB RAM)",8 GB,256 GB,Glowing Lunar White,RMX5030,27999,33999,17% off,4.4,"1,043 Ratings & 164 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"Apple iPhone 15 Plus (Green, 128 GB)",N/A,128 GB,Green,MU173HN/A,74900,79900,6% off,4.6,"24,591 Ratings & 1,385 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
Kechaoda A26  (Pink),32 MB,32 MB,Pink,A26,897,1499,40% off,4,"26,405 Ratings & 1,521 Reviews",800 mAh,NA,N/A,N/A,0MP,6 Months
"realme P3 5G (Space Silver, 256 GB)  (8 GB RAM)",8 GB,256 GB,Space Silver,RMX5070,19999,22999,13% off,4.4,"1,578 Ratings & 149 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)  (12 GB RAM)",12 GB,256 GB,Mercurial Silver,CPH2661,30643,35999,14% off,4.5,438 Ratings & 20 Reviews,5500 mAh,Snapdragon,Android,Octa Core,50MP Rear Camera,1 Year
"realme C63 (Jade Green, 64 GB)  (4 GB RAM)",4 GB,64 GB,Jade Green,RMX3939,8499,9999,15% off,4.3,"10,489 Ratings & 535 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,50MP Rear Camera,1 Year
"POCO M7 Pro 5G (Lavender Frost, 128 GB)  (6 GB RAM)",6 GB,128 GB,Lavender Frost,MZB0IC9IN,13499,18999,28% off,4.3,"6,726 Ratings & 724 Reviews",5110 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme Narzo N65 5G (Deep Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Deep Green,RMX3997,13499,15999,15% off,4.1,162 Ratings & 9 Reviews,5000 mAh,Mediatek,Android Q ANDROID 14,Octa Core,50MP Rear Camera,1 Year
"Tecno Pova 6 Neo 5G (Midnight Shadow, 128 GB)  (6 GB RAM)",6 GB,128 GB,Midnight Shadow,KL8,11999,15999,25% off,4.2,133 Ratings & 7 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,108MP Rear Camera,1 Year
"Tecno Pova 6 Neo 5G (Aurora Cloud, 128 GB)  (6 GB RAM)",6 GB,128 GB,Aurora Cloud,KL8,11999,15999,25% off,4.2,133 Ratings & 7 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,108MP Rear Camera,1 Year
"realme NARZO N65 5G (AMBER GOLD, 128 GB)  (4 GB RAM)",4 GB,128 GB,AMBER GOLD,RMX3997,10049,13999,28% off,4.3,991 Ratings & 53 Reviews,5000 mAh,Mediatek,Android ANDROID 14,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG M05 (Mint Green, 64 GB)  (4 GB RAM)",4 GB,64 GB,Mint Green,SM-M055F,7890,9999,21% off,4.3,"1,685 Ratings & 78 Reviews",5000 mAh,Mediatek,Android Pie One UI Core 6.0,Octa Core,50MP Rear Camera,1 Year
"realme 14 Pro 5G (Pearl White, 128 GB)  (8 GB RAM)",8 GB,128 GB,Pearl White,RMX5056,24999,27999,10% off,4.4,"4,226 Ratings & 404 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"realme P3 Ultra 5G (Neptune Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Neptune Blue,RMX5030,26999,31999,15% off,4.4,"1,043 Ratings & 164 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"Motorola G85 5G (Cobalt Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Cobalt Blue,PB2B0002IN|PB2B0014IN,16999,20999,19% off,4.4,"1,59,990 Ratings & 8,619 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
"realme 14 Pro 5G (Pearl White, 256 GB)  (8 GB RAM)",8 GB,256 GB,Pearl White,RMX5056,26999,29999,10% off,4.4,"4,226 Ratings & 404 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"POCO M7 Pro 5G (Olive Twilight, 128 GB)  (6 GB RAM)",6 GB,128 GB,Olive Twilight,MZB0ICGIN,13499,18999,28% off,4.3,"6,726 Ratings & 724 Reviews",5110 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"Apple iPhone 16 Pro Max (White Titanium, 1 TB)",N/A,1 TB,White Titanium,MYX53HN/A,175900,184900,4% off,4.6,326 Ratings & 17 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 48MP + 12MP,1 Year
"Google Pixel 9 (Porcelain, 256 GB)  (12 GB RAM)",12 GB,256 GB,Porcelain,GA05843-IN,74999,79999,6% off,4.6,"2,518 Ratings & 261 Reviews",4700 mAh,Google,Android 14,N/A,50MP + 48MP,1 Year
"SAMSUNG Galaxy A16 5G (Light Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Light Green,SM-A166P,16999,21499,20% off,4.2,"1,767 Ratings & 122 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"Google Pixel 7a (Sea, 128 GB)  (8 GB RAM)",8 GB,128 GB,Sea,GHL1X,27999,43999,36% off,4.1,"26,602 Ratings & 2,644 Reviews",4300 mAh,Google,Android 13,N/A,64MP (OIS) + 13MP,1 Year
"SAMSUNG Galaxy F55 5G (Apricot Crush, 256 GB)  (8 GB RAM)",8 GB,256 GB,Apricot Crush,SM-E556BZOCINS,23999,31999,25% off,4,"1,650 Ratings & 129 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)  (6 GB RAM)",6 GB,128 GB,Starry Gold,RMX3950,10999,13999,21% off,4.5,"16,398 Ratings & 500 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,32MP Rear Camera,1 Year
"Apple iPhone 16 Plus (White, 512 GB)",N/A,512 GB,White,MY1X3HN/A,109999,119900,8% off,4.6,768 Ratings & 46 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 12MP,1 Year
"Tecno Spark Go 1 (Glittery White, 64 GB)  (3 GB RAM)",3 GB,64 GB,Glittery White,KL4,6899,8599,19% off,4.3,509 Ratings & 27 Reviews,5000 mAh,Unisoc,Android 14 Go,Octa Core,13MP Rear Camera,1 Year
"realme Narzo N65 5G (Deep Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Deep Green,RMX3997,13499,15999,15% off,4.1,162 Ratings & 9 Reviews,5000 mAh,Mediatek,Android Q ANDROID 14,Octa Core,50MP Rear Camera,1 Year
"realme Narzo N65 5G (Gold, 128 GB)  (4 GB RAM)",4 GB,128 GB,Gold,RMX3997,10990,13999,21% off,4.3,991 Ratings & 53 Reviews,5000 mAh,Mediatek,Android,Octa Core,50MP Rear Camera,1 Year
"realme NARZO N65 5G (AMBER GOLD, 128 GB)  (6 GB RAM)",6 GB,128 GB,AMBER GOLD,RMX3997,11700,14999,21% off,4.3,"2,482 Ratings & 115 Reviews",5000 mAh,Mediatek,Android ANDROID 14,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG Galaxy F16 5G (Vibing Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Vibing Blue,SM-E166PZBHINS,14499,18999,23% off,4.2,202 Ratings & 23 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"realme 14 Pro+ 5G (Pearl White, 256 GB)  (12 GB RAM)",12 GB,256 GB,Pearl White,RMX5051,34999,37999,7% off,4.4,"3,125 Ratings & 439 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP + 8MP,1 Year
"SAMSUNG Galaxy A16 5G (Gold, 256 GB)  (8 GB RAM)",8 GB,256 GB,Gold,SM-A166P,19999,24499,18% off,4.2,"1,767 Ratings & 122 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"vivo Y58 5G (Himalayan Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Himalayan Blue,V2355,16431,23999,31% off,4.4,742 Ratings & 36 Reviews,6000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"SAMSUNG Galaxy A16 5G (Blue Black, 256 GB)  (8 GB RAM)",8 GB,256 GB,Blue Black,SM-A166P,19999,24499,18% off,4.2,"1,767 Ratings & 122 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"SAMSUNG Galaxy A16 5G (Gold, 128 GB)  (8 GB RAM)",8 GB,128 GB,Gold,SM-A166P,16999,21499,20% off,4.2,"1,767 Ratings & 122 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"vivo T4x 5G (Marine Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Marine Blue,V2437,16999,20999,19% off,4.5,"15,119 Ratings & 995 Reviews",6500 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"Motorola Edge 50 Ultra 5G (Nordic Wood, 512 GB)  (12 GB RAM)",12 GB,512 GB,Nordic Wood,PB0Y0038IN,49999,64999,23% off,4.4,"2,501 Ratings & 275 Reviews",4500 mAh,Snapdragon,Android 14,Octa Core,50MP + 50MP + 64MP,1 Year
"REDMI 12 (Pastel Blue, 128 GB)  (4 GB RAM)",4 GB,128 GB,Pastel Blue,MZB0EYWIN,9499,14999,36% off,4.3,"1,09,638 Ratings & 5,620 Reviews",5000 mAh,Mediatek,Android 13,Octa Core,50MP + 8MP + 2MP,1 Year
"REDMI 12 (Pastel Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Pastel Blue,MZB0EQMIN,9999,15999,37% off,4.2,"73,898 Ratings & 4,397 Reviews",5000 mAh,Mediatek,Android 13,Octa Core,50MP + 8MP + 2MP,1 Year
"itel A50 (Cyan Blue, 64 GB)  (4 GB RAM)",4 GB,64 GB,Cyan Blue,A667L / A667LP,6090,7399,17% off,4.2,250 Ratings & 16 Reviews,5000 mAh,Unisoc,Android 14 Go,Octa Core,8MP Rear Camera,1 Year
"IQOO Z9 Lite 5G (Mocha Brown, 128 GB)  (6 GB RAM)",6 GB,128 GB,Mocha Brown,I2306,11095,15499,28% off,4.3,"3,853 Ratings & 150 Reviews",5000 mAh,Qualcomm,Android Q Android 14,N/A,50MP Rear Camera,1 Year
"Apple iPhone 16 Plus (White, 128 GB)",N/A,128 GB,White,MXVV3HN/A,79999,89900,11% off,4.6,768 Ratings & 46 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 12MP,1 Year
"realme C63 5G Charger in the Box (Forest Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Forest Green,RMX3950,12999,14999,13% off,4.5,"3,314 Ratings & 110 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,32MP Rear Camera,1 Year
"realme C63 5G Charger in the Box (Forest Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Forest Green,RMX3950,10999,13999,21% off,4.5,"16,398 Ratings & 500 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,32MP Rear Camera,1 Year
"POCO X7 Pro 5G (Yellow, 256 GB)  (12 GB RAM)",12 GB,256 GB,Yellow,MZB0J5EIN,27999,33999,17% off,4.4,"2,418 Ratings & 357 Reviews",6550 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"realme 14 Pro+ 5G (Suede Grey, 256 GB)  (12 GB RAM)",12 GB,256 GB,Suede Grey,RMX5051,34999,37999,7% off,4.4,"3,125 Ratings & 439 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP + 8MP,1 Year
"POCO M7 Pro 5G (Lavender Frost, 128 GB)  (6 GB RAM)",6 GB,128 GB,Lavender Frost,MZB0IC9IN,13499,18999,28% off,4.3,"6,726 Ratings & 724 Reviews",5110 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"SAMSUNG Galaxy S24 FE 5G (Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Blue,S721B-SM,40899,59999,31% off,4.5,732 Ratings & 61 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"vivo Y18t (Space Black, 128 GB)  (4 GB RAM)",4 GB,128 GB,Space Black,V2408,8624,13999,38% off,4.3,232 Ratings & 7 Reviews,5000 mAh,Unisoc,Android 14,Octa Core,50MP + 0.08MP,1 Year
"SAMSUNG Galaxy F16 5G (Bling Black, 128 GB)  (8 GB RAM)",8 GB,128 GB,Bling Black,SM-E166PZKHINS,14499,18999,23% off,4.2,202 Ratings & 23 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"OnePlus Nord CE4 (Dark Chrome, 128 GB)  (8 GB RAM)",8 GB,128 GB,Dark Chrome,CPH2613,21490,24999,14% off,4.5,"20,546 Ratings & 1,175 Reviews",5500 mAh,Snapdragon,Android Oxygen OxygenOS 14.0,N/A,50MP Rear Camera,1 Year
"IQOO Z9x (Tornado Green, 128 GB)  (4 GB RAM)",4 GB,128 GB,Tornado Green,I2219,11552,17999,35% off,4.2,"1,785 Ratings & 90 Reviews",6000 mAh,Snapdragon,Android Funtouch OS 14 based on Android 14,Octa Core,50MP Rear Camera,1 Year
"realme C63 (Jade Green, 64 GB)  (4 GB RAM)",4 GB,64 GB,Jade Green,RMX3939,8499,9999,15% off,4.3,"10,489 Ratings & 535 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG Galaxy A16 5G (Gold, 128 GB)  (6 GB RAM)",6 GB,128 GB,Gold,SM-A166P,15499,19999,22% off,4.1,865 Ratings & 49 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"realme C63 (Leather Blue, 128 GB)  (4 GB RAM)",4 GB,128 GB,Leather Blue,RMX3939,8999,10999,18% off,4.3,"10,489 Ratings & 535 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,50MP Rear Camera,1 Year
"IQOO Z9 Lite 5G (Mocha Brown, 128 GB)  (4 GB RAM)",4 GB,128 GB,Mocha Brown,I2306,10547,14499,27% off,4.2,"2,307 Ratings & 118 Reviews",5000 mAh,Qualcomm,Android Q Android 14,N/A,50MP Rear Camera,1 Year
"realme P3 Pro 5G (Galaxy Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Galaxy Purple,RMX5032,23999,28999,17% off,4.4,"1,734 Ratings & 195 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio  (Cyan)",32 MB,32 MB,Cyan,TA-1575 SS,1182,1599,26% off,4,"1,44,633 Ratings & 8,890 Reviews",1000 mAh,NA,N/A,N/A,0MP,1 Year
"SAMSUNG Galay A35 5G (Awesome Iceblue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Awesome Iceblue,SM-A356ELBKINS,28999,36999,21% off,4.3,675 Ratings & 56 Reviews,5000 mAh,Exynos,Android 14,Octa Core,50MP + 8MP + 5MP,1 Year
"realme C65 5G (Glowing Black, 128 GB)  (6 GB RAM)",6 GB,128 GB,Glowing Black,RMX3997,12499,15999,21% off,4.3,"12,718 Ratings & 528 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP Rear Camera,1 Year
"realme 12 Pro+ 5G (Navigator Beige, 256 GB)  (12 GB RAM)",12 GB,256 GB,Navigator Beige,RMX3840,29999,37999,21% off,4.5,"14,218 Ratings & 1,337 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 64MP,1 Year
"SAMSUNG Galaxy A05 (Light Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Light Green,SM-A055FLGHINS,8604,14999,42% off,4.2,989 Ratings & 49 Reviews,5000 mAh,Mediatek,Android 13,Octa Core,50MP + 2MP,1 Year
"REDMI A3 (Olive Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Olive Green,MZB0GO3IN|MZB0GO3IN,8995,11999,25% off,4.1,"5,903 Ratings & 294 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,8MP Rear Camera,1 Year
"Infinix GT 20 Pro (Mecha Orange, 256 GB)  (12 GB RAM)",12 GB,256 GB,Mecha Orange,X6871,26999,34999,22% off,4.3,"7,921 Ratings & 550 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP (OIS) + 2MP + 2MP,1 Year
"realme GT 6T 5G (Fluid Silver, 512 GB)  (12 GB RAM)",12 GB,512 GB,Fluid Silver,RMX3853,32795,41999,21% off,4.5,959 Ratings & 90 Reviews,5500 mAh,Snapdragon,Android,Octa Core,50MP Rear Camera,1 Year
"POCO F6 5G (Titanium, 256 GB)  (12 GB RAM)",12 GB,256 GB,Titanium,MZB0H51IN,24999,35999,30% off,4.3,"6,394 Ratings & 636 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"Infinix GT 20 Pro (Mecha Blue, 256 GB)  (12 GB RAM)",12 GB,256 GB,Mecha Blue,X6871,26999,34999,22% off,4.3,"7,921 Ratings & 550 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP (OIS) + 2MP + 2MP,1 Year
"SAMSUNG Galaxy S24 FE 5G (Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Blue,S721B-SM,46466,65999,29% off,4.5,732 Ratings & 61 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"Motorola g64 5G (Ice Lilac, 128 GB)  (8 GB RAM)",8 GB,128 GB,Ice Lilac,PB2E0003IN,12999,17999,27% off,4.3,"50,113 Ratings & 3,171 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Nebula Black, 32 GB)  (2 GB RAM)",2 GB,32 GB,Nebula Black,A663L,5732,6799,15% off,4,"1,462 Ratings & 47 Reviews",4000 mAh,Unisoc,Android 13 Go,N/A,5MP + 0.8MP,1 Year
