title,RAM,storage,color,model_no,deal_price,org_price,discount,rating,no_of_ratings,battery,processor_brand,os,processor_core,camera,warranty
"IQOO Z9s Pro 5G (Luxe Marble, 128 GB)  (8 GB RAM)",8 GB,128 GB,Luxe Marble,I2305,23209,29999,22% off,4.5,"2,106 Ratings & 140 Reviews",5500 mAh,Snapdragon,Android 14,Octa Core,50MP Rear Camera,1 Year
"OPPO A3x 5G (Starry Purple, 64 GB)  (4 GB RAM)",4 GB,64 GB,Starry Purple,CPH2681,11499,14999,23% off,4.2,"2,182 Ratings & 93 Reviews",5100 mAh,Mediatek,Android 14,Octa Core,8MP Rear Camera,1 Year
"Motorola g45 5G (Viva Magenta, 128 GB)  (4 GB RAM)",4 GB,128 GB,Viva Magenta,PB3W0016IN|PB3W0006IN,9999,12999,23% off,4.3,"33,610 Ratings & 2,168 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"realme 12x 5G (Coral Red, 128 GB)  (8 GB RAM)",8 GB,128 GB,Coral Red,RMX3998,13499,18999,28% off,4.4,"51,577 Ratings & 1,897 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme 13 Pro 5G (Emerald Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Emerald Green,RMX3990,21999,28999,24% off,4.4,"6,518 Ratings & 467 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"Infinix Note 50x 5G+ (Titanium Grey, 128 GB)  (6 GB RAM)",6 GB,128 GB,Titanium Grey,X6857B,11499,14999,23% off,4.4,745 Ratings & 78 Reviews,5500 mAh,Mediatek,Android 15,Octa Core,50MP + AI Lens,1 Year
"Infinix Note 50x 5G+ (Sea Breeze Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Sea Breeze Green,X6857B,11499,14999,23% off,4.4,745 Ratings & 78 Reviews,5500 mAh,Mediatek,Android 15,Octa Core,50MP + AI Lens,1 Year
"Infinix Note 50x 5G+ (Enchanted Purple, 128 GB)  (6 GB RAM)",6 GB,128 GB,Enchanted Purple,X6857B,11499,14999,23% off,4.4,745 Ratings & 78 Reviews,5500 mAh,Mediatek,Android 15,Octa Core,50MP + AI Lens,1 Year
"Google Pixel 7 (Lemongrass, 128 GB)  (8 GB RAM)",8 GB,128 GB,Lemongrass,GVU6C,33999,59999,43% off,4.3,"18,300 Ratings & 2,028 Reviews",4270 mAh,Google,Android 13,N/A,50MP + 12MP,1 Year
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)  (4 GB RAM)",4 GB,128 GB,Starry Gold,RMX3950,10999,12999,15% off,4.4,"5,594 Ratings & 226 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,32MP Rear Camera,1 Year
"POCO F6 5G (Black, 256 GB)  (12 GB RAM)",12 GB,256 GB,Black,MZB0H36IN,24999,35999,30% off,4.3,"6,394 Ratings & 636 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"OPPO F29 5G (Solid Purple, 256 GB)  (8 GB RAM)",8 GB,256 GB,Solid Purple,CPH2721,25999,30999,16% off,4.3,228 Ratings & 28 Reviews,6500 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"Motorola g64 5G (Mint Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Mint Green,PB2E0001IN,12999,17999,27% off,4.3,"50,113 Ratings & 3,171 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"SAMSUNG Galaxy A14 5G (Black, 64 GB)  (4 GB RAM)",4 GB,64 GB,Black,SM-A146BZKDINS,9999,18499,45% off,4.2,"43,639 Ratings & 2,045 Reviews",5000 mAh,Exynos,Android 13,Octa Core,50MP + 2MP + 2MP,1 Year
"Apple 15 (Blue, 128 GB)",N/A,128 GB,Blue,MTP43HN/A,64400,69900,7% off,4.6,"1,12,775 Ratings & 4,277 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)  (4 GB RAM)",4 GB,64 GB,Dark Red,SM-A146BDRDINS,9999,18499,45% off,4.2,"43,639 Ratings & 2,045 Reviews",5000 mAh,Exynos,Android 13,Octa Core,50MP + 2MP + 2MP,1 Year
"realme 13 Pro 5G (Monet Purple, 512 GB)  (12 GB RAM)",12 GB,512 GB,Monet Purple,RMX3990,26999,34999,22% off,4.3,714 Ratings & 55 Reviews,5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"OPPO F29 5G (Solid Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Solid Purple,CPH2721,23999,28999,17% off,4.3,228 Ratings & 28 Reviews,6500 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"REDMI 14C 5G (Stardust Purple, 128 GB)  (6 GB RAM)",6 GB,128 GB,Stardust Purple,2411DRN47I,11499,14999,23% off,4.2,"1,307 Ratings & 86 Reviews",5160 mAh,Snapdragon,Android 14,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG Galaxy S24 5G (Cobalt Violet, 256 GB)  (8 GB RAM)",8 GB,256 GB,Cobalt Violet,SM-S921BZVCINS,70999,79999,11% off,4.5,"1,253 Ratings & 123 Reviews",4000 mAh,Exynos,Android 14,Deca Core,50MP + 10MP + 12MP,1 Year
"realme 13 Pro 5G (Emerald Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Emerald Green,RMX3990,23999,30999,22% off,4.4,"6,518 Ratings & 467 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"realme 13 Pro 5G (Monet Gold, 128 GB)  (8 GB RAM)",8 GB,128 GB,Monet Gold,RMX3990,21999,28999,24% off,4.4,"6,518 Ratings & 467 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"realme GT 6T 5G (Miracle Purple, 256 GB)  (8 GB RAM)",8 GB,256 GB,Miracle Purple,RMX3853,26795,35999,25% off,4.5,"2,543 Ratings & 194 Reviews",5500 mAh,Snapdragon,Android,Octa Core,50MP Rear Camera,1 Year
"Motorola G85 5G (Viva Magenta, 256 GB)  (12 GB RAM)",12 GB,256 GB,Viva Magenta,PB2B0007IN|PB2B0019IN,18999,22999,17% off,4.4,"63,134 Ratings & 3,534 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
"realme 13 Pro 5G (Monet Purple, 512 GB)  (12 GB RAM)",12 GB,512 GB,Monet Purple,RMX3990,26999,34999,22% off,4.3,714 Ratings & 55 Reviews,5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"realme 13 Pro 5G (Emerald Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Emerald Green,RMX3990,23999,30999,22% off,4.4,"6,518 Ratings & 467 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"REDMI 14C 5G (Stardust Purple, 128 GB)  (6 GB RAM)",6 GB,128 GB,Stardust Purple,2411DRN47I,11499,14999,23% off,4.2,"1,307 Ratings & 86 Reviews",5160 mAh,Snapdragon,Android 14,Octa Core,50MP Rear Camera,1 Year
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4 GB,128 GB,Galactic Black,MZB0H0QIN,8499,12999,34% off,4.2,"1,43,650 Ratings & 7,183 Reviews",5000 mAh,Mediatek,Android 13,Octa Core,50MP Rear Camera,1 Year
"realme P3 Pro 5G (Nebula Glow, 256 GB)  (8 GB RAM)",8 GB,256 GB,Nebula Glow,RMX5032,24999,30999,19% off,4.4,"1,734 Ratings & 195 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"realme P3 Pro 5G (Saturn Brown, 256 GB)  (8 GB RAM)",8 GB,256 GB,Saturn Brown,RMX5032,24999,30999,19% off,4.4,"1,734 Ratings & 195 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"POCO X7 5G (Yellow, 128 GB)  (8 GB RAM)",8 GB,128 GB,Yellow,MZB0IDIIN,18999,24999,24% off,4.3,"2,816 Ratings & 325 Reviews",5500 mAh,Mediatek,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"vivo Y300 5G (Phantom Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Phantom Purple,V2416,21999,26999,18% off,4.4,"1,841 Ratings & 117 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"Nokia 106-SS-1578,32 MB,1000 mAh Battery.  (Emerald Green)",32 MB,32 MB,Emerald Green,TA-1578 SS,1474,1699,13% off,4,"1,273 Ratings & 66 Reviews",1000 mAh,Unisoc,N/A,N/A,,1 Year
"IQOO Z9S 5G (Onyx Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Onyx Green,I2403,23500,27999,16% off,4.4,"3,706 Ratings & 242 Reviews",5500 mAh,Mediatek,Android 14,Octa Core,50MP + 50MP,1 Year
"SAMSUNG Galaxy S24 5G (Cobalt Violet, 256 GB)  (8 GB RAM)",8 GB,256 GB,Cobalt Violet,SM-S921BZVCINS,70999,79999,11% off,4.5,"1,253 Ratings & 123 Reviews",4000 mAh,Exynos,Android 14,Deca Core,50MP + 10MP + 12MP,1 Year
"realme 13 Pro 5G (Monet Gold, 128 GB)  (8 GB RAM)",8 GB,128 GB,Monet Gold,RMX3990,21999,28999,24% off,4.4,"6,518 Ratings & 467 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 2MP,1 Year
"realme GT 6T 5G (Miracle Purple, 256 GB)  (8 GB RAM)",8 GB,256 GB,Miracle Purple,RMX3853,26795,35999,25% off,4.5,"2,543 Ratings & 194 Reviews",5500 mAh,Snapdragon,Android,Octa Core,50MP Rear Camera,1 Year
"LAVA Glow DS Keypad Mobile, FM Radio, Call Recording,Expandable Upto 32 GB  (Mint, Green)",4 MB,3 MB,"Mint, Green",H6,875,1199,27% off,4.1,603 Ratings & 36 Reviews,620 mAh,NA,0,N/A,,6 Months
"IQOO Neo 10R 5G (Raging Blue, 256 GB)  (12 GB RAM)",12 GB,256 GB,Raging Blue,I2221,34499,35999,4% off,4.6,9 Ratings & 1 Reviews,6400 mAh,Snapdragon,Android Oxygen 15,Octa Core,50MP Rear Camera,6 Months
"vivo X200 5G (Cosmos Black, 256 GB)  (12 GB RAM)",12 GB,256 GB,Cosmos Black,V2415,65999,74999,12% off,4.7,692 Ratings & 147 Reviews,5800 mAh,Mediatek,Android 15,Octa Core,50MP + 50MP + 50MP,1 Year
"OnePlus 12R (Cool Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Cool Blue,CPH2585,37399,39999,6% off,4.5,"6,988 Ratings & 456 Reviews",5500 mAh,Snapdragon,Android Android 14,Octa Core,50MP Rear Camera,1 Year
"POCO X7 Pro 5G (Nebula Green, 256 GB)  (12 GB RAM)",12 GB,256 GB,Nebula Green,MZB0J5BIN,27999,33999,17% off,4.4,"2,418 Ratings & 357 Reviews",6550 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"SAMSUNG Galaxy A35 5G (Awesome Lilac, 256 GB)  (8 GB RAM)",8 GB,256 GB,Awesome Lilac,SM-A356ELVKINS,28999,36999,21% off,4.3,"4,577 Ratings & 336 Reviews",5000 mAh,Exynos,Android 14,Octa Core,50MP + 8MP + 5MP,1 Year
"SAMSUNG Galaxy A06 (Light Blue, 64 GB)  (4 GB RAM)",4 GB,64 GB,Light Blue,SM-A065FLBDINS,9999,11499,13% off,4.3,41 Ratings & 7 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"MOTOROLA g35 5G (Guava Red, 128 GB)  (4 GB RAM)",4 GB,128 GB,Guava Red,PB3H0002IN,9999,12499,20% off,4.2,"33,352 Ratings & 2,733 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,50MP + 8MP,1 Year
"Infinix Note 40X 5G (Palm Blue, 256 GB)  (12 GB RAM)",12 GB,256 GB,Palm Blue,X6838,13999,21999,36% off,4.3,"28,220 Ratings & 1,938 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"Apple iPhone 14 (Blue, 256 GB)",N/A,256 GB,Blue,MPWP3HN/A,64999,69900,7% off,4.6,"2,54,470 Ratings & 9,876 Reviews",N/A,Apple,iOS 16,Hexa Core,12MP + 12MP,1 Year
"realme GT 6T 5G (Fluid Silver, 128 GB)  (8 GB RAM)",8 GB,128 GB,Fluid Silver,RMX3853,24990,33999,26% off,4.5,"2,543 Ratings & 194 Reviews",5500 mAh,Snapdragon,Android,Octa Core,50MP Rear Camera,1 Year
"realme P3 Ultra 5G (Glowing Lunar White, 128 GB)  (8 GB RAM)",8 GB,128 GB,Glowing Lunar White,RMX5030,26999,31999,15% off,4.4,"1,043 Ratings & 164 Reviews",6000 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"OPPO A3 Pro 5G (Starry Black, 256 GB)  (8 GB RAM)",8 GB,256 GB,Starry Black,CPH2665,18999,22999,17% off,4.3,"1,997 Ratings & 90 Reviews",5100 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Moonlight Purple,CPH2665,16999,20999,19% off,4.3,"1,997 Ratings & 90 Reviews",5100 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"vivo V30 Pro 5G (Andaman Blue, 512 GB)  (12 GB RAM)",12 GB,512 GB,Andaman Blue,V2319,39999,51999,23% off,4.5,"2,207 Ratings & 259 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 50MP + 50MP,1 Year
"REDMI Note 13 Pro 5G (Scarlet Red, 128 GB)  (8 GB RAM)",8 GB,128 GB,Scarlet Red,MZB0HP4IN,17499,28999,39% off,4.3,"36,298 Ratings & 2,873 Reviews",5100 mAh,Snapdragon,Android 13,Octa Core,200MP (OIS) + 8MP + 2MP,1 Year
"vivo X200 Pro 5G (Titanium Grey, 512 GB)  (16 GB RAM)",16 GB,512 GB,Titanium Grey,V2413,94999,101999,6% off,4.8,688 Ratings & 176 Reviews,6000 mAh,Mediatek,Android 15,Octa Core,50MP + 50MP + 200MP,1 Year
LAVA LF9000  (BLACK GOLD),20 MB,20 MB,BLACK GOLD,LF9000,1699,2099,19% off,4.1,592 Ratings & 34 Reviews,2575 mAh,NA,N/A,N/A,1.3MP Rear Camera,1 Year
"POCO X7 Pro 5G (Nebula Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Nebula Green,MZB0J58IN,25999,31999,18% off,4.3,"4,263 Ratings & 796 Reviews",6550 mAh,Mediatek,Android 15,Octa Core,50MP + 8MP,1 Year
"Infinix SMART 9 HD (Neo Titanium, 64 GB)  (3 GB RAM)",3 GB,64 GB,Neo Titanium,X6532C,6699,8999,25% off,4.2,"1,008 Ratings & 74 Reviews",5000 mAh,Mediatek,Android 14 Go,Octa Core,13MP Rear Camera,1 Year
"OPPO F29 5G (Glacier Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Glacier Blue,CPH2721,25999,30999,16% off,4.3,228 Ratings & 28 Reviews,6500 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"OPPO F29 5G (Glacier Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Glacier Blue,CPH2721,23999,28999,17% off,4.3,228 Ratings & 28 Reviews,6500 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
"KARBONN JO BARAT A1  (Black, Red)",56 MB,56 MB,"Black, Red",KW301,1399,2599,46% off,3.6,275 Ratings & 11 Reviews,2000 mAh,NA,0,N/A,0.03MP Rear Camera,1 Year
"vivo Y300 5G (Emerald Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Emerald Green,V2416,21999,26999,18% off,4.4,"1,841 Ratings & 117 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)  (8 GB RAM)",8 GB,256 GB,Fusion White,MZB0G4BIN,22499,33999,33% off,4.3,"18,139 Ratings & 1,620 Reviews",5000 mAh,Mediatek,Android 13,Octa Core,200MP (OIS) + 8MP + 2MP,1 Year
ringme R1 CIRCLE  (Black),32 MB,32 MB,Black,R1 CIRCLE,999,1499,33% off,4.2,27 Ratings & 2 Reviews,1000 mAh,NA,N/A,N/A,0.3MP Rear Camera,1 Year
"realme 13 Pro+ 5G (Monet Purple, 256 GB)  (8 GB RAM)",8 GB,256 GB,Monet Purple,RMX3921,25999,36999,29% off,4.4,"11,435 Ratings & 1,169 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 50MP,1 Year
"SAMSUNG Galaxy S24 5G (Cobalt Violet, 128 GB)  (8 GB RAM)",8 GB,128 GB,Cobalt Violet,SM-S921BZVBINS,64999,74999,13% off,4.5,"1,253 Ratings & 123 Reviews",4000 mAh,Exynos,Android 14,Deca Core,50MP + 10MP + 12MP,1 Year
"REDMI Note 14 5G (Phantom Purple, 128 GB)  (6 GB RAM)",6 GB,128 GB,Phantom Purple,24094RAD4I / MZB0I1PIN,17430,21999,20% off,4.4,"1,043 Ratings & 56 Reviews",5110 mAh,Mediatek,Android Oxygen 14,Octa Core,50MP Rear Camera,1 Year
"REDMI 14C 5G (Starlight Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Starlight Blue,2411DRN47I,11499,14999,23% off,4.2,"1,307 Ratings & 86 Reviews",5160 mAh,Snapdragon,Android 14,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG Galaxy F06 5G (Bahama Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Bahama Blue,SM-E066BZBHINS,10699,15499,30% off,4.1,"1,549 Ratings & 155 Reviews",5000 mAh,Mediatek,Android 15,Octa Core,50MP + 2MP,1 Year
"Apple Phone 15 (Blue, 512 GB)",N/A,512 GB,Blue,MTPG3HN/A,94400,99900,5% off,4.3,85 Ratings & 10 Reviews,N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
Kechaoda K33  (Pink),32 MB,32 GB,Pink,K33,998,2200,54% off,4,"10,591 Ratings & 610 Reviews",800 mAh,NA,3.0,N/A,0.3MP + 0MP,3 Months
"SAMSUNG Galaxy A56 5G (Awesome Graphite, 256 GB)  (12 GB RAM)",12 GB,256 GB,Awesome Graphite,SM-A566EZKHINS,47999,52999,9% off,4.5,42 Ratings & 6 Reviews,5000 mAh,Exynos,Android 15,Octa Core,50MP + 12MP + 5MP,1 Year
"itel 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Crystal Blue, 32 GB)  (2 GB RAM)",2 GB,32 GB,Crystal Blue,A663L,5520,6799,18% off,4.1,556 Ratings & 22 Reviews,4000 mAh,Unisoc,Android 13 Go,N/A,5MP + 0.3MP,1 Year
"vivo X200 5G (Cosmos Black, 512 GB)  (16 GB RAM)",16 GB,512 GB,Cosmos Black,V2415,71999,80999,11% off,4.7,149 Ratings & 20 Reviews,5800 mAh,Mediatek,Android 15,Octa Core,50MP + 50MP + 50MP,1 Year
LAVA Gem Power Dual Sim Keypad Phone|2575 mAh Battery| Expandable Upto 32 MB  (Blue),4 MB,4 MB,Blue,LF9000,1613,2099,23% off,4.1,"2,989 Ratings & 189 Reviews",2575 mAh,NA,NO,N/A,2MP Rear Camera,1 Year
"Google Pixel 9 Pro XL (Porcelain, 256 GB)  (16 GB RAM)",16 GB,256 GB,Porcelain,GA05984-IN,114999,124999,8% off,4.6,641 Ratings & 58 Reviews,5060 mAh,Google,Android 14,N/A,50MP + 48MP + 48MP,1 Year
"POCO C65 (Pastel Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Pastel Blue,MZB0G4JIN,9499,11999,20% off,4.3,"29,630 Ratings & 1,442 Reviews",5000 mAh,Mediatek,Android 13,Octa Core,50MP + AI Lens + 2MP,1 Year
Kechaoda K112  (Black),32 MB,64 MB,Black,K112,1430,1999,28% off,4,"30,101 Ratings & 2,753 Reviews",3600 mAh,NA,N/A,N/A,0.3MP + 0MP,6 Months
"SAMSUNG Galaxy S24 FE 5G (Graphite, 256 GB)  (8 GB RAM)",8 GB,256 GB,Graphite,SM-S721B,47999,65999,27% off,4.5,732 Ratings & 61 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
itel Ace 3 Shine  (Intersteller Blue),4 MB,4 MB,Intersteller Blue,Ace 3,899,1249,28% off,4,714 Ratings & 22 Reviews,1000 mAh,NA,N/A,Single Core,,1 Year
Kechaoda A26_rose gold  (Rose_Gold),32 MB,16 GB,Rose_Gold,A26,898,1499,40% off,3.9,329 Ratings & 9 Reviews,800 mAh,NA,3.0,N/A,0MP,3 Months
"SAMSUNG Galaxy F16 5G (Bling Black, 128 GB)  (6 GB RAM)",6 GB,128 GB,Bling Black,SM-E166PZKGINS,12999,17499,25% off,4.2,511 Ratings & 44 Reviews,5000 mAh,Mediatek,Android 14,Octa Core,50MP + 5MP + 2MP,1 Year
"vivo X200 5G (Natural Green, 256 GB)  (12 GB RAM)",12 GB,256 GB,Natural Green,V2415,65999,74999,12% off,4.7,692 Ratings & 147 Reviews,5800 mAh,Mediatek,Android 15,Octa Core,50MP + 50MP + 50MP,1 Year
"POCO F6 5G (Black, 512 GB)  (12 GB RAM)",12 GB,512 GB,Black,MZB0H37IN,26999,37999,28% off,4.3,"6,394 Ratings & 636 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"Infinix Note 40 5G (Ttan Gold, 256 GB)  (8 GB RAM)",8 GB,256 GB,Ttan Gold,X6852,15999,24999,36% off,4.2,"9,961 Ratings & 991 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + 2MP,1 Year
"realme 13 Pro+ 5G (Emerald Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Emerald Green,RMX3921,25999,36999,29% off,4.4,"11,435 Ratings & 1,169 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 50MP,1 Year
"realme NARZO 70X 5G (Ice Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Ice Blue,RMX3998,14489,18999,23% off,4.3,"2,654 Ratings & 132 Reviews",5000 mAh,Mediatek,Android Android 14,Octa Core,50MP Rear Camera,1 Year
"realme 12x 5G (Woodland Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Woodland Green,RMX3998,13499,18999,28% off,4.4,"51,577 Ratings & 1,897 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme 12x 5G (Twilight Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Twilight Purple,RMX3998,13499,18999,28% off,4.4,"51,577 Ratings & 1,897 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"SAMSUNG Galaxy S24 FE 5G (Graphite, 128 GB)  (8 GB RAM)",8 GB,128 GB,Graphite,SM-S721B,41999,59999,30% off,4.5,732 Ratings & 61 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"realme 13 Pro+ 5G (Monet Gold, 256 GB)  (8 GB RAM)",8 GB,256 GB,Monet Gold,RMX3921,25999,36999,29% off,4.4,"11,435 Ratings & 1,169 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP + 50MP,1 Year
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)  (4 GB RAM)",4 GB,128 GB,Dark Red,SM-A146BDRGINS,10999,15499,29% off,4.2,"43,639 Ratings & 2,045 Reviews",5000 mAh,Exynos,Android 13,Octa Core,50MP + 2MP + 2MP,1 Year
"REDMI 14C 5G (Starlight Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Starlight Blue,2411DRN47I-RI,11849,14999,21% off,4.2,"1,307 Ratings & 86 Reviews",5160 mAh,Snapdragon,Android 14,Octa Core,50MP Rear Camera,1 Year
"realme NARZO N65 5G (DEEP GREEN, 128 GB)  (4 GB RAM)",4 GB,128 GB,DEEP GREEN,RMX3997,10849,13999,22% off,4.3,991 Ratings & 53 Reviews,5000 mAh,Mediatek,Android ANDROID 14,Octa Core,50MP Rear Camera,1 Year
"SAMSUNG S24 Ultra 5G (Titanium Gray, 512 GB)  (12 GB RAM)",12 GB,512 GB,Titanium Gray,SM-S928BZTQINS,129999,144999,10% off,4.6,"1,089 Ratings & 139 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,200MP + 50MP + 12MP + 10MP,1 Year
"REDMI A3 (Lake Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Lake Blue,MZB0GNZIN,8399,11999,30% off,4.1,"5,903 Ratings & 294 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,8MP Rear Camera,1 Year
"OPPO A3 Pro 5G (Starry Black, 128 GB)  (8 GB RAM)",8 GB,128 GB,Starry Black,CPH2665,16999,20999,19% off,4.3,"1,997 Ratings & 90 Reviews",5100 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"vivo V30 Pro 5G (Classic Black, 512 GB)  (12 GB RAM)",12 GB,512 GB,Classic Black,V2319,39999,51999,23% off,4.5,"2,207 Ratings & 259 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 50MP + 50MP,1 Year
"Google Pixel 7 (Snow, 128 GB)  (8 GB RAM)",8 GB,128 GB,Snow,GVU6C,33999,59999,43% off,4.3,"18,300 Ratings & 2,028 Reviews",4270 mAh,Google,Android 13,N/A,50MP + 12MP,1 Year
"Motorola g64 5G (Pearl Blue, 256 GB)  (12 GB RAM)",12 GB,256 GB,Pearl Blue,PB2E0006IN,14999,19999,25% off,4.2,"74,426 Ratings & 4,807 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"Google Pixel 9 Pro (Porcelain, 256 GB)  (16 GB RAM)",16 GB,256 GB,Porcelain,GA05951-IN,99999,109999,9% off,4.6,344 Ratings & 51 Reviews,4700 mAh,Google,Android 14,N/A,50MP + 48MP + 48MP,1 Year
"OnePlus 12R (Iron Grey, 256 GB)  (16 GB RAM)",16 GB,256 GB,Iron Grey,CPH2585,41990,45999,8% off,4.5,"4,298 Ratings & 269 Reviews",5500 mAh,Snapdragon,Android Android 14,Octa Core,50MP Rear Camera,1 Year
"realme P3 Pro 5G (Nebula Glow, 256 GB)  (12 GB RAM)",12 GB,256 GB,Nebula Glow,RMX5032,26999,32999,18% off,4.4,383 Ratings & 45 Reviews,6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 2MP,1 Year
Kechaoda K115  (Black),32 MB,32 GB,Black,K115,998,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,3.0,N/A,0.3MP + 0MP,3 Months
"vivo Y300 5G (Titanium Silver, 128 GB)  (8 GB RAM)",8 GB,128 GB,Titanium Silver,V2416,21999,26999,18% off,4.4,"1,841 Ratings & 117 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 256 GB)  (12 GB RAM)",12 GB,256 GB,Awesome Iceblue,SM-A556ELBHINS,45999,48999,6% off,4.3,429 Ratings & 38 Reviews,5000 mAh,Exynos,Android 14,Octa Core,50MP + 12MP + 5MP,1 Year
